bank,district,state,blood_group,short_units
OM BLOOD CENTRE GANGANAGAR,Ganganagar,Rajasthan,B-,4
Blood Centre Purohit Charitable Laboratory Sansthan,Ganganagar,Rajasthan,B-,7
"Blood bank,civil hospital Ganganagar",Ganganagar,Rajasthan,B-,4
Cbm Hospital Blood Centre,Nagaur,Rajasthan,B-,6
B. Lal Blood Centre,Jalor,Rajasthan,B-,2
District Hospital Chittorgarh,Chittaurgarh,Rajasthan,B-,1
Nirodham Jankalyan Sewa Sansthan Blood Bank Njss Blood Bank,Jhalawar,Rajasthan,B-,3
"KRISHNA ROTARY BLOOD BANK, KOTA",Kota,Rajasthan,B-,7
Pratishtha Blood Centre,Jaipur,Rajasthan,B-,7
Shekhawati Zanana Blood Centre,Sikar,Rajasthan,B-,6
Ram Blood Centre,Jaipur,Rajasthan,B-,7
Satyam Blood Centre,Jaipur,Rajasthan,B-,7
"Central Blood Centre, Stnm Hospital",Gangtok,Sikkim,B-,6
M/s ROTARY BLOOD CENTRE (RUN BY ROTARY CLUB OF CUDDALORE MIDTOWN TRUST),Cuddalore,Tamil Nadu,B-,7
"Government Head Quarters Hospital, Padmanabhapuram",Kanyakumari,Tamil Nadu,B-,5
Swami Vivekananda Blood Centre,Coimbatore,Tamil Nadu,B-,7
Government Medical College And Hospital Tiruvallur,Thiruvallur,Tamil Nadu,B-,4
Rotary Blood Bank,Thanjavur,Tamil Nadu,B-,6
Aathma Blood Centre,Pudukkottai,Tamil Nadu,B-,6
Aadhaar Blood Centre,Tiruppur,Tamil Nadu,B-,7
"Government District Headquarters Hospital, Cuddalore",Cuddalore,Tamil Nadu,B-,3
Kanyakumari Medical Mission Research Centre and Hospitals(Run by St.Alphonsa Trust),Kanyakumari,Tamil Nadu,B-,7
Madhura Blood Centre,Madurai,Tamil Nadu,B-,7
Government Institute Of Obstetrics And Gynaecology Hospital For Women And Children,Chennai,Tamil Nadu,B-,4
Sugam Blood And Apheresis Centre,Theni,Tamil Nadu,B-,7
Billroth Hospitals Blood Centre,Chennai,Tamil Nadu,B-,4
BLOOD CENTRE GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,Chennai,Tamil Nadu,B-,6
Apollo Speciality Hospitals,Tiruchirappalli,Tamil Nadu,B-,7
"Government Hospital, Virudhachalam",Cuddalore,Tamil Nadu,B-,5
"Government Esi Hospital,Ayanavaram",Chennai,Tamil Nadu,B-,7
"K. Govindasamy Naidu Memorial Trust, Kg. Hospital",Coimbatore,Tamil Nadu,B-,6
Lions Club Of Erode Supreme Charitable Trust Blood Centre,Erode,Tamil Nadu,B-,3
Jamuna Blood Centre,Chennai,Tamil Nadu,B-,7
Vinayaka Missions Kirupananda Variyar Medical College And Hospital Blood Centre,Salem,Tamil Nadu,B-,7
"Government Hospital, Attur",Salem,Tamil Nadu,B-,7
Government Hospital Blood Centre Sivakasi,Virudhunagar,Tamil Nadu,B-,2
Trichy Srm Medical College Hospital And Research Centre Blood Centre,Tiruchirappalli,Tamil Nadu,B-,1
"Government Medical College And Hospital, Namakkal",Namakkal,Tamil Nadu,B-,7
Melvin Jones Memorial Lions Blood Bank A Unit Of Melvin Jones Memorial Lions Charitable Trust,Kanchipuram,Tamil Nadu,B-,7
GOVERNMENT DISTRICT HEAD QUARTERS HOSPITAL KOVILPATTI,Thoothukkudi,Tamil Nadu,B-,7
"Government Headquarters Hospital, Kumbakonam",Thanjavur,Tamil Nadu,B-,7
"Government Hospital, Ambasamudram",Tirunelveli,Tamil Nadu,B-,6
"Government Hospital, Coonoor",The Nilgiris,Tamil Nadu,B-,7
Namakkal Bharath Blood Bank And Research Centre,Namakkal,Tamil Nadu,B-,7
Lakshmi blood centre Tirunelveli,Tirunelveli,Tamil Nadu,B-,7
Government Tirunelveli Medical College And Hospital,Tirunelveli,Tamil Nadu,B-,7
Dhanalakshmi Srinivasan Institute Of Medical Science And Hospital,Perambalur,Tamil Nadu,B-,7
"BLOOD CENTRE GOVERMENT SIVAGANGAI MEDICAL COLLEGE AND HOSPITAL,SIVAGANGAI",Sivaganga,Tamil Nadu,B-,4
"Government Hospital, Sankarankoil",Tenkasi,Tamil Nadu,B-,6
Virudhunagar Hindu Nadar V. Dhanasamy Parimala Devi Medical Trust,Virudhunagar,Tamil Nadu,B-,7
"Meenakshi Blood Centre, (Run By Ayyamperumal And K. Dakshinamoorthy Trust)",Pudukkottai,Tamil Nadu,B-,7
Aarthi Hospital And Diagnostic Centre Blood Bank,Tirunelveli,Tamil Nadu,B-,7
SRIKAMATCHI MEDICAL CENTRE (A UNIT OF SRI VASUDEVAPERUMAL HELATHCARE PRIVATE LIMITED),Thanjavur,Tamil Nadu,B-,6
"Government Medical College And Hospital, Ramanathapuram",Ramanathapuram,Tamil Nadu,B-,4
Kauvery Hospital Blood Centre,Salem,Tamil Nadu,B-,7
DINDIGUL BLOOD CENTER,Dindigul,Tamil Nadu,B-,5
Government The Institute Of Child Health And Hospital For Children,Chennai,Tamil Nadu,B-,7
Sir Ivan Stedeford Hospital,Chennai,Tamil Nadu,B-,1
Government Kasturba Gandhi Hospital  For Women And Children,Chennai,Tamil Nadu,B-,4
Right Trust Blood Centre,Chennai,Tamil Nadu,B-,7
W. Bro. V. Surendranath Reddy Memorial Trust (Masonic Blood Centre),Vellore,Tamil Nadu,B-,5
Meenakshi Medical College Hospital And Research Institute,Kanchipuram,Tamil Nadu,B-,6
Government Hospital Blood Bank  Kodaikanal,Dindigul,Tamil Nadu,B-,7
Lions Blood Centre Hosur Sipcot Run By Lions Club Of Hosur Sipcot Blood Bank Charitable Trust,Krishnagiri,Tamil Nadu,B-,6
Esic Medical College And Hospital K.K Nagar Chennai,Chennai,Tamil Nadu,B-,7
Government Headquarter Hospital Karaikudi,Sivaganga,Tamil Nadu,B-,7
"Government Hospital, Thirupathur",Tirupattur,Tamil Nadu,B-,7
Saveetha Medical College And Hospital (A Unit Of Saveetha Institute Of Medical And Technical Science,Chennai,Tamil Nadu,B-,6
Government Kamaraj Hospital. Chidambaram,Cuddalore,Tamil Nadu,B-,5
Dr. Rela Institute And Medical Centre City - Chennai,Chennai,Tamil Nadu,B-,4
Sai Fertility Centre And Hospital Blood Centre,Chengalpattu,Tamil Nadu,B-,6
Sree Venkateswara Blood Bank,Chennai,Tamil Nadu,B-,4
MGM Healthcare Private Limited Blood Centre Adyar,Chennai,Tamil Nadu,B-,4
"M/S Annaii Medical College And Hospital,A Unit Of Sri Devi Karumariamman Education Trust",Kanchipuram,Tamil Nadu,B-,7
"Government Hospital, Rajapalayam",Virudhunagar,Tamil Nadu,B-,6
Government District Head Quarter Hospital Mannarkudi,Thiruvarur,Tamil Nadu,B-,7
Vikram Blood Bank And Component Centre,Theni,Tamil Nadu,B-,3
Govt Head Quarters Hospital Blood Center Aruppukottai,Virudhunagar,Tamil Nadu,B-,4
"Government Hospital, Udumalpet",Tiruppur,Tamil Nadu,B-,6
Government Periyar Hospital Mayiladuthurai,Mayiladuthurai,Tamil Nadu,B-,3
TAMILNADU GOVERNMENT MULTI SUPER SPECIALITY HOSPITAL,Chennai,Tamil Nadu,B-,2
Life Line Blood Centre Tiruchendur,Thoothukkudi,Tamil Nadu,B-,7
Velammal Blood Centre,Madurai,Tamil Nadu,B-,6
"Government Raja Mirasudhar Hospital,Thanjavur",Thanjavur,Tamil Nadu,B-,3
"Government Headquarters Hospital, Tenkasi",Tenkasi,Tamil Nadu,B-,7
"Government Aringnar Anna Memorial Cancer Hospital,",Kanchipuram,Tamil Nadu,B-,4
S.Palaniandi Mudaliar Memorial Hospital Blood Centre,Salem,Tamil Nadu,B-,7
Marthandam Voluntary Blood Centre,Kanyakumari,Tamil Nadu,B-,7
Sivaramji Blood Centre (Unit Of Janaseva Trust),Salem,Tamil Nadu,B-,7
Cancer Institute (Wia) Chennai,Chennai,Tamil Nadu,B-,5
Maruthi Blood Bank With Component Centre,Dharmapuri,Tamil Nadu,B-,4
Government Medical College Hospital Blood Centre,Krishnagiri,Tamil Nadu,B-,4
Jeevan Blood Centre Coimbatore,Coimbatore,Tamil Nadu,B-,7
Vs Blood Centre,Chennai,Tamil Nadu,B-,7
The Madras Medical Mission (A Registered Society),Chennai,Tamil Nadu,B-,4
"Government Hospital, Tambaram At Chrompet",Chengalpattu,Tamil Nadu,B-,3
"Government Medical College And Hospital, Karur",Karur,Tamil Nadu,B-,4
"Government Hospital, Aranthangi",Pudukkottai,Tamil Nadu,B-,6
Goverment District Headquarters Hospital Manapari,Tiruchirappalli,Tamil Nadu,B-,6
Government Stanley Medical College And Hospital,Chennai,Tamil Nadu,B-,5
"Government Head Quarters Hospital, Usilampatti",Madurai,Tamil Nadu,B-,3
Government Kalaignar Centernary Super Speciality Hospital,Chennai,Tamil Nadu,B-,6
"Government Hospital, Dharapuram",Tiruppur,Tamil Nadu,B-,7
Athma Blood Centre,Kanchipuram,Tamil Nadu,B-,7
Government Hospital Ulunderpet,Kallakurichi,Tamil Nadu,B-,6
Kongunadu Hospitals blood bank Pvt.Ltd.,Coimbatore,Tamil Nadu,B-,7
Government Medical College Hospital Pudukottai,Pudukkottai,Tamil Nadu,B-,7
Sri Meenakshi Blood Centre Madurai,Madurai,Tamil Nadu,B-,7
G. Kuppusamy Naidu Memorial Hospital,Coimbatore,Tamil Nadu,B-,3
"Government Head Quarters Hospital, Kanchipuram",Kanchipuram,Tamil Nadu,B-,4
Chennai Blood Centre,Chennai,Tamil Nadu,B-,1
Government District Headquarters Hospital Pollachi,Coimbatore,Tamil Nadu,B-,5
"Government Medical College And Hospital, Kallakurichi",Kallakurichi,Tamil Nadu,B-,6
Salem Blood Centre,Salem,Tamil Nadu,B-,7
RAINBOW BLOOD CENTRE TRICHY,Tiruchirappalli,Tamil Nadu,B-,7
Ms. Madurai Voluntary Blood Bank And Research Centre,Madurai,Tamil Nadu,B-,6
Dr. Jayasekaran Medical Trust And Nursing Home,Kanyakumari,Tamil Nadu,B-,7
"Government Head Quarters Hospital, Mettur Dam",Salem,Tamil Nadu,B-,6
Victory Blood Centre,Tiruchirappalli,Tamil Nadu,B-,4
"Government Head Quarters Hospital,Periyakulam",Theni,Tamil Nadu,B-,7
Kumaran Medical Center Blood Bank,Coimbatore,Tamil Nadu,B-,6
Kanakesa Thevar Memorial Hospital Blood Centre,Thanjavur,Tamil Nadu,B-,4
Victory Blood Bank,Chennai,Tamil Nadu,B-,7
Government Royapettah Hospital,Chennai,Tamil Nadu,B-,2
Blood centre Apollo KH Hospital Melvisharam,Ranipet,Tamil Nadu,B-,7
Crescent Blood And Research Centre,Ramanathapuram,Tamil Nadu,B-,3
Government Villupuram Medical College And Hospital,Viluppuram,Tamil Nadu,B-,4
Royal Care Super Speciality Hospital Limited,Coimbatore,Tamil Nadu,B-,4
Friends Blood Centre,Tiruchirappalli,Tamil Nadu,B-,7
"Government Hospital, Gudalur",The Nilgiris,Tamil Nadu,B-,7
Melmaruvathur Adiparasakthi Institute Of Medical Sciences And Research,Chengalpattu,Tamil Nadu,B-,7
Swamy Vivekanandha Medical College Hospital And Research Institute,Namakkal,Tamil Nadu,B-,7
Kr Blood Centre,Coimbatore,Tamil Nadu,B-,6
Krishna Maternity Home and Paediatric centre Blood Center,Tirunelveli,Tamil Nadu,B-,7
Mgm Health Care Pvt Ltd.,Chennai,Tamil Nadu,B-,5
Srm Institutes For Medical Science,Chennai,Tamil Nadu,B-,1
Gleneagles Health City Blood Centre,Chennai,Tamil Nadu,B-,4
"Government Erode Medical College And Hospital, Perundurai",Erode,Tamil Nadu,B-,6
Sri Kaalli Blood Centre Thanjavur,Thanjavur,Tamil Nadu,B-,1
Panimalar Medical College Hospital And Research Institute Blood Centre,Thiruvallur,Tamil Nadu,B-,7
National Voluntary Blood Centre,Chennai,Tamil Nadu,B-,5
Indian Voluntary Blood Bank Run By Maatrram Educational Charitable Trust,Chennai,Tamil Nadu,B-,1
Sivan Blood Centre (Lakshmiammal Memorial Trust),Madurai,Tamil Nadu,B-,5
Ramnad Blood Centre (Run By C.Lakshmiammal Memorial Trust),Ramanathapuram,Tamil Nadu,B-,7
Sri Narayani Hospital And Research Centre,Vellore,Tamil Nadu,B-,7
International Centre For Cardio Thoracic And Vascular Diseases,Chennai,Tamil Nadu,B-,4
Government Hospital Sirkazhi,Mayiladuthurai,Tamil Nadu,B-,7
Avm Hospital Blood Centre,Thoothukkudi,Tamil Nadu,B-,7
Annai Blood Centre (Run By Annai Medical Trust),Tenkasi,Tamil Nadu,B-,7
Bestow Blood Centre Run By Raising Hands Charitable Trust,Tiruchirappalli,Tamil Nadu,B-,7
Government Thoothukudi Medical College And Hospital,Thoothukkudi,Tamil Nadu,B-,3
Vijaya Blood centre,Chennai,Tamil Nadu,B-,6
"Government District Head Quarters Hospital, Wallajah",Ranipet,Tamil Nadu,B-,5
Tamilnadu Voluntary Blood Centre,Dindigul,Tamil Nadu,B-,6
Apollo Specialty Hospital Blood Centre Madurai,Madurai,Tamil Nadu,B-,6
Goverment Hospital Vaniyambadi,Tirupattur,Tamil Nadu,B-,7
Christian Fellowship Hospital Blood Centre,Dindigul,Tamil Nadu,B-,6
Government Rsrm Hospital,Chennai,Tamil Nadu,B-,3
Blood Centre Vadamalayan Hospitals Pvt Ltd,Dindigul,Tamil Nadu,B-,5
Apollo Hospitals (Run By Apollo Hospitals Educational Trust),Thiruvallur,Tamil Nadu,B-,6
Sri Kaalli Blood Centre,Thanjavur,Tamil Nadu,B-,5
Sanjeevan Voluntary Blood Centre,Chennai,Tamil Nadu,B-,3
Sree Abirami Hospital (P) Ltd.,Coimbatore,Tamil Nadu,B-,7
Maga Blood Bank Run By Maga Health And Educational Trust,Salem,Tamil Nadu,B-,4
Government Hospital Gopichettipalayam,Erode,Tamil Nadu,B-,4
Meenakshi Hospital Blood Centre,Thanjavur,Tamil Nadu,B-,3
"Care Hospital Blood Centre, (Quality Care India Limited)",Hyderabad,Telangana,B-,5
BLOOD CENTRE GOVT GENERAL HOSPITAL NRPT,Narayanpet,Telangana,B-,7
Siri Blood Centre,Khammam,Telangana,B-,6
"Govt. Blood Centre Area Hospital, Banswada",Kamareddy,Telangana,B-,7
Dr Patnam Mahender Reddy Blood Centre,Rangareddy,Telangana,B-,6
Sri Balaji Blood Centre,Hyderabad,Telangana,B-,7
Mithra Blood Centre,Hyderabad,Telangana,B-,6
Sri Anjaniputhra Blood Centre,Medchal Malkajgiri,Telangana,B-,7
Usha Mullapudi Cardiac Centre Blood Centre,Medchal Malkajgiri,Telangana,B-,7
GGH SANGAREDDY BLOODCENTER,Sangareddy,Telangana,B-,7
Mithra Blood Centre( A Unit Of Jeevanajyothi Seva Sangam),Siddipet,Telangana,B-,6
Life Voluntary Blood Centre,Sangareddy,Telangana,B-,7
"BLOOD BANK, OSMANIA GENERAL HOSPITAL",Hyderabad,Telangana,B-,4
Govt. General Hospital Blood Centre Siddipet,Siddipet,Telangana,B-,6
Kbs Kamareddy Blood Centre,Kamareddy,Telangana,B-,6
Mehdi Nawaz Jung Institute of Oncology & Regional Cancer Center,Hyderabad,Telangana,B-,5
Jeevandhara Voluntary Blood Centre,Hyderabad,Telangana,B-,7
CARES BLOOD CENTRE Khammam,Khammam,Telangana,B-,7
IMA Telangana State Mrs.Shachi D Bhanushali Blood Centre,Hyderabad,Telangana,B-,6
AREA HOSPITAL BLOOD BANK BHADRACHALAM,Bhadradri Kothagudem,Telangana,B-,7
Kalavathi Voluntary Blood Centre,Adilabad,Telangana,B-,7
Deccans Blood Centre,Hyderabad,Telangana,B-,7
Red Cross Blood Centre Of Indian Red Cross Society,Hyderabad,Telangana,B-,5
Life Care Blood Centre,Karimnagar,Telangana,B-,7
Aaraadhya Blood Centre,Medchal Malkajgiri,Telangana,B-,7
Star Hospitals Blood Centre Hyderabad,Hyderabad,Telangana,B-,7
District Ramagundam Ggh Hospital Blood Bank,Peddapalli,Telangana,B-,6
Government general hospital Nagarkunool,Nagarkurnool,Telangana,B-,7
District Yadadri Ggh Hospital Blood Bank,Yadadri Bhuvanagiri,Telangana,B-,7
Aditya Blood Centre,Hyderabad,Telangana,B-,6
Thalassemia And Sickle Cell Society Uppala Venkaiah Memorial Blood Centre,Rangareddy,Telangana,B-,4
Siri Voluntary Blood Centre,Bhadradri Kothagudem,Telangana,B-,7
Cmr Institute Of Medical Sciences And Hospital,Medchal Malkajgiri,Telangana,B-,7
Vidura Voluntary Blood Centre,Khammam,Telangana,B-,7
Indian Red Cross Society Blood Bank Gadwal Telangana,Jogulamba Gadwal,Telangana,B-,5
Aditya Hospital Blood Centre,Medchal Malkajgiri,Telangana,B-,6
Rajanna Sircilla Blood Centre,Rajanna Sircilla,Telangana,B-,7
Life Care Blood Centre,Nirmal,Telangana,B-,7
Aarohi Blood Centre,Hyderabad,Telangana,B-,7
Sree Balaji Blood Centre,Sangareddy,Telangana,B-,7
District  Mahabubnagar Ggh Hospital Blood Bank,Mahbubnagar,Telangana,B-,6
Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd),Hyderabad,Telangana,B-,7
Narayanpet Blood Centre A Unit Of Thalassemia Support Society,Narayanpet,Telangana,B-,6
Yashoda Hospital Blood Centre,Rangareddy,Telangana,B-,7
Aimsr Medical College,Hyderabad,Telangana,B-,4
Kamineni Institute Of Medical Sciences Hospital,Nalgonda,Telangana,B-,7
Citizens Hospital Blood Centre,Rangareddy,Telangana,B-,5
Aayush Blood Centre,Medchal Malkajgiri,Telangana,B-,7
Apollo Hospitals,Hyderabad,Telangana,B-,7
Govt Blood Centre Medak,Medak,Telangana,B-,7
M/S.Virinchi Healthcare Private Limited,Hyderabad,Telangana,B-,7
Rainbow Hospital Blood Centre,Hyderabad,Telangana,B-,5
SR BLOOD CENTRE ( A UNIT OF JEEVANA JYOTHI SEVA SANGAM ),Jangaon,Telangana,B-,7
Global Hospitals Blood Centre,Hyderabad,Telangana,B-,7
Hyderabad Blood Bank,Hyderabad,Telangana,B-,7
Nova Care Blood Centre,Khammam,Telangana,B-,5
Blood Centre Sccl Main Hospital,Bhadradri Kothagudem,Telangana,B-,7
Yashoda Healthcare Services Limited Blood Center,Hyderabad,Telangana,B-,5
Sarala Voluntary Blood Centre,Bhadradri Kothagudem,Telangana,B-,7
"MAHATHMA GANDHI MEMORIAL HOSPITAL BLOOD CENTRE, Warangal",Warangal,Telangana,B-,4
KIMS SUNSHINE HOSPITALS. A UNIT OF SARVEJANA HEALTH CARE PVT LTD,Hyderabad,Telangana,B-,7
Mediciti Institute Of Medical Sciences Blood Centre,Medchal Malkajgiri,Telangana,B-,7
Ntr Memorial Trust Blood Centre,Hyderabad,Telangana,B-,5
Jeevandhara Voluntary Blood Centre,Karimnagar,Telangana,B-,6
Sri Tirumala Hospital Blood Centre,Suryapet,Telangana,B-,6
Olive Hospital Blood Centre,Hyderabad,Telangana,B-,6
Nsv Blood Centre Siddipet,Siddipet,Telangana,B-,3
Jyothi Hospital Blood Centre,Nalgonda,Telangana,B-,4
Government District Hospital Blood Centre Tandur,Vikarabad,Telangana,B-,4
Radnya Blood Centre,Jagtial,Telangana,B-,7
Spandana Blood Centre,Karimnagar,Telangana,B-,6
Sai Prasad Orthopedic Hospital Blood Centre,Suryapet,Telangana,B-,7
Srujana Telangana Thalassemia Society Blood Center,Medchal Malkajgiri,Telangana,B-,7
Svs Medical College Hospital Blood Centre  (Svs Educational Society),Mahbubnagar,Telangana,B-,7
Prathima Cancer Institute Blood Centre,Warangal,Telangana,B-,7
Msn Blood Centre,Medchal Malkajgiri,Telangana,B-,7
Apollo Drdo Hospital Blood Centre,Hyderabad,Telangana,B-,7
River Blood Centre,Nalgonda,Telangana,B-,7
Prathima Institute Of Medical Sciences Blood Centre,Karimnagar,Telangana,B-,6
New Suchitra Blood Centre,Medchal Malkajgiri,Telangana,B-,7
District Bhupalpally  Ggh Hospital Blood Bank,Jayashankar Bhupalpally,Telangana,B-,6
Aayushmaan Blood Centre (A Unit of Aayushmaan Society),Siddipet,Telangana,B-,7
District  Suryapet Ggh Hospital Blood Bank,Suryapet,Telangana,B-,6
Mallareddy Narayana Multispeciality Hospital Blood Centre,Medchal Malkajgiri,Telangana,B-,1
Mythri Blood Centre,Karimnagar,Telangana,B-,7
Medicover Hospital Blood Centre,Rangareddy,Telangana,B-,6
M/S.Kims Hospital Blood Centre,Rangareddy,Telangana,B-,6
Akshaya Blood Centre,Medchal Malkajgiri,Telangana,B-,3
Aayush Blood Centre,Nizamabad,Telangana,B-,7
MAHADEVA VOLUNTARY BLOOD CENTRE,Warangal,Telangana,B-,7
Mallareddy Medical College And Mallareddy General Hospital Blood Centre,Medchal Malkajgiri,Telangana,B-,3
Asian Institute Of Gastroenterology Private Limited  Blood Centre,Rangareddy,Telangana,B-,5
Omega Hospital Blood Centre,Rangareddy,Telangana,B-,7
Sanjeevani Blood Centre,Hanumakonda,Telangana,B-,7
Chalmada Ananda Rao Institute Of Medical Sciences Blood Centre,Karimnagar,Telangana,B-,7
Yashoda Hospital Blood Centre,Hyderabad,Telangana,B-,5
Kamineni Hospitals Blood Center,Hyderabad,Telangana,B-,4
Mgr Voluntary Blood Centre,Karimnagar,Telangana,B-,7
Jeevandhara Voluntary Blood Centre,Kumaram Bheem Asifabad,Telangana,B-,7
Telangana Voluntary Blood Centre,Warangal,Telangana,B-,5
M/S.Shri P.V.Narasimha Rao Memorial Charitable Trust Blood Centre,Siddipet,Telangana,B-,6
NILOUFER HOSPITAL FOR WOMEN AND CHILDREN,Hyderabad,Telangana,B-,7
District Vikarabad Ggh Hospital Blood Bank,Vikarabad,Telangana,B-,7
Basavatarakam Indo American Cancer Institute And Research Centre Blood Centre,Hyderabad,Telangana,B-,5
"Blood CENTRE, GOVERNMENT GENERAL HOSPITAL JAGTIAL",Jagtial,Telangana,B-,7
"Indian Red Cross Blood Bank, Nizamabad",Nizamabad,Telangana,B-,5
Nandi Blood Centre,Medchal Malkajgiri,Telangana,B-,6
"Govt.District Hqrs Hospital Blood Bank,Karimnagar",Karimnagar,Telangana,B-,7
Arundhathi Hospital Blood Center,Medchal Malkajgiri,Telangana,B-,7
Rudra Blood Centre,Nalgonda,Telangana,B-,7
Raksha Blood Centre,Nalgonda,Telangana,B-,6
Srividya Blood Center,Rangareddy,Telangana,B-,7
Indian Red Cross Society Blood Bank Bhadrachalam,Bhadradri Kothagudem,Telangana,B-,6
Sree Nidhi Voluntary Blood Centre,Hyderabad,Telangana,B-,7
BLOOD CENTRE GOVERNMENT GENERAL HOSPITAL KHAMMAM,Khammam,Telangana,B-,3
BLOOD CENTRE  NALGONDA,Nalgonda,Telangana,B-,7
"Government General Hospital, Blood Centre, Rajanna Sircilla",Rajanna Sircilla,Telangana,B-,5
BLOOD CENTRE AGMC AND GBP HOSPITAL,West Tripura,Tripura,B-,7
"Belonia Sub-Div. Hospital, Blood Centre",South Tripura,Tripura,B-,7
"District Hospital, Dhalai, Kulai, Blood Centre",Dhalai,Tripura,B-,7
"Bsm Sub-Div. Hospital, Blood Centre",Dhalai,Tripura,B-,7
MAA LAXMI CHARITABLE BLOOD CENTRE,Ghaziabad,Uttar Pradesh,B-,5
Haseena Begum Hospital Blood Centre.,Sambhal,Uttar Pradesh,B-,7
Rajarshi Dashrath Autonomous State Medical College Hospital Blood Centre,Ayodhya,Uttar Pradesh,B-,7
Rampur Charitable Blood Centre,Rampur,Uttar Pradesh,B-,7
Lokhitam  Charitable Blood Center,Agra,Uttar Pradesh,B-,7
Dr. B.S. Kushwah Institute Of  Medical Sciences Blood Centre,Kanpur Nagar,Uttar Pradesh,B-,7
Sadbhawna Charitable Blood Centre,Mathura,Uttar Pradesh,B-,6
Leelawati Charitable Blood Centre,Aligarh,Uttar Pradesh,B-,6
Om Charitable Blood Centre,Agra,Uttar Pradesh,B-,6
Rama Medical College Hopsital And Research Centre Blood Centre,Hapur,Uttar Pradesh,B-,5
Shri Bankey Bihari Charitable Blood Centre Charitable,Etah,Uttar Pradesh,B-,5
Blood Centre Uma Shankar Dixit District Hospital Unnao,Unnao,Uttar Pradesh,B-,7
District Hospital Fatehpur,Fatehpur,Uttar Pradesh,B-,6
Jan Kalyan Charitable Blood Centre,Agra,Uttar Pradesh,B-,2
Vinayak Medicare Blood Centre,Lucknow,Uttar Pradesh,B-,7
Sangam Charitable Blood And Component Center,Bhadohi,Uttar Pradesh,B-,7
Brij Charitable Blood Centre,Mathura,Uttar Pradesh,B-,7
Cns Blood Centre And Component Center,Lucknow,Uttar Pradesh,B-,6
Noble Charitable Blood Centre,Meerut,Uttar Pradesh,B-,6
Blood Centre Brd Medical College,Gorakhpur,Uttar Pradesh,B-,4
Sm Component Blood Centre,Farrukhabad,Uttar Pradesh,B-,7
Sarthi Charitable Blood Centre,Lucknow,Uttar Pradesh,B-,6
Blood Bank Lakhimpur Charitable Blood Centre (Run By. Jeevan Dhara Kalyan Samiti),Lakhimpur Kheri,Uttar Pradesh,B-,5
City Blood Centre Deoband,Saharanpur,Uttar Pradesh,B-,4
Krishna Super Speciality Hospital Blood Centre,Kanpur Nagar,Uttar Pradesh,B-,6
"SARDAR VALLAV BHAI PATEL HOSPITAL,LALA LAJPAT RAI MEMORIAL MEDICAL COLLEGE",Meerut,Uttar Pradesh,B-,6
Triveni Blood Center,Prayagraj,Uttar Pradesh,B-,7
Avani Paridhi Blood Center,Banda,Uttar Pradesh,B-,5
Blood Centre Guru Sri Gorakhnath,Gorakhpur,Uttar Pradesh,B-,4
Vinayak Charitable Blood Centre Agra,Agra,Uttar Pradesh,B-,6
Little Star Charitable Blood Centre,Lucknow,Uttar Pradesh,B-,6
